Time Stamp,Temperature,Magnetic Field,Moment,M. Std. Err.,PPMS Status
2717.4,29.91,9999.8,4.943E-4,6.8E-6,4421
2720.4,29.91,9999.6,4.791E-4,8.1E-6,4421
2732,29.92,9999.8,4.831E-4,1.1E-5,4417
2740.7,29.92,9727.7,4.718E-4,1.1E-5,4465
2741.3,29.92,9725.6,4.924E-4,1.3E-5,4465
2742.3,29.92,9672,4.951E-4,1E-5,4465
2743.3,29.92,9555.9,5.134E-4,1.3E-5,4465
2744.3,29.92,9432.1,4.867E-4,1.4E-5,4465
2745.4,29.92,9306,5.08E-4,1.3E-5,4465
2746.4,29.92,9179.2,4.936E-4,1.2E-5,4465
2747.4,29.92,9052.1,5.054E-4,1.1E-5,4465
2748.4,29.93,8925.2,5.023E-4,1.2E-5,4465
2749.4,29.93,8809.7,5.022E-4,1.5E-5,4465
2750.4,29.93,8683.5,4.936E-4,1.2E-5,4465
2751.4,29.93,8553.6,4.97E-4,1.2E-5,4465
2752.4,29.93,8439.2,4.662E-4,1.4E-5,4465
2753.4,29.93,8325.2,4.717E-4,1E-5,4465
2754.3,29.93,8200.4,4.769E-4,1.3E-5,4465
2755.4,29.93,8075.9,4.697E-4,1.2E-5,4465
2756.4,29.93,7951.7,4.786E-4,1.3E-5,4465
2757.4,29.93,7827.7,5.165E-4,1.3E-5,4465
2758.4,29.93,7704.2,4.917E-4,1.2E-5,4465
2759.4,29.93,7581,5.046E-4,1.2E-5,4465
2760.4,29.93,7458.1,5.062E-4,1.1E-5,4465
2761.4,29.93,7335.4,5.466E-4,1.3E-5,4465
2762.4,29.93,7223.7,5.593E-4,1.3E-5,4465
2763.4,29.93,7101.5,5.694E-4,1.3E-5,4465
2764.4,29.93,6975.9,5.298E-4,1.1E-5,4465
2765.4,29.93,6854.2,5.382E-4,1E-5,4465
2766.4,29.93,6732.7,5.414E-4,1.2E-5,4465
2767.4,29.93,6622.1,5.353E-4,1.2E-5,4465
2768.4,29.93,6511.7,5.03E-4,1.4E-5,4465
2769.4,29.93,6390.9,5.081E-4,1.3E-5,4465
2770.5,29.93,6259.6,5.067E-4,1.4E-5,4465
2771.5,29.93,6128.5,5.231E-4,1.2E-5,4465
2772.5,29.94,6018.8,5.383E-4,1.2E-5,4465
2773.5,29.94,5909.3,5.345E-4,1.1E-5,4465
2774.5,29.94,5789.3,5.371E-4,9.3E-6,4465
2775.5,29.94,5680,5.545E-4,1.3E-5,4465
2776.4,29.94,5560.4,5.63E-4,9.6E-6,4465
2777.4,29.94,5437.4,5.561E-4,1E-5,4465
2778.5,29.94,5318,5.542E-4,1.1E-5,4465
2779.5,29.94,5198.6,5.501E-4,1E-5,4465
2780.5,29.94,5089.9,5.758E-4,9.2E-6,4465
2781.5,29.94,4971,5.675E-4,1.2E-5,4465
2782.5,29.94,4852,5.681E-4,1E-5,4465
2783.5,29.94,4743.7,5.548E-4,1.1E-5,4465
2784.5,29.94,4624.9,5.376E-4,8.1E-6,4465
2785.5,29.94,4506.2,5.479E-4,9.6E-6,4465
2786.5,29.94,4387.6,5.376E-4,1E-5,4465
2787.5,29.94,4258.7,5.295E-4,8.8E-6,4465
2788.5,29.94,4150.7,5.374E-4,8.2E-6,4465
2789.5,29.94,4042.7,5.46E-4,8.1E-6,4465
2790.5,29.94,3920.9,5.454E-4,9.3E-6,4465
2791.5,29.94,3802.5,5.423E-4,8.3E-6,4465
2792.5,29.94,3684.3,5.233E-4,8.9E-6,4465
2793.5,29.94,3576.5,5.29E-4,6.6E-6,4465
2794.5,29.94,3458.2,5.288E-4,8.8E-6,4465
2795.5,29.94,3339.9,5.279E-4,7.7E-6,4465
2796.5,29.94,3221.9,5.313E-4,7E-6,4465
2797.5,29.94,3103.8,5.038E-4,7.8E-6,4465
2798.5,29.94,2996.1,5.029E-4,8E-6,4465
2799.5,29.94,2892.7,5.103E-4,7.8E-6,4465
2800.5,29.94,2831.1,5.103E-4,7.2E-6,4465
2801.5,29.94,2811.9,5.206E-4,7.9E-6,4465
2802.6,29.95,2804.9,5.301E-4,7.9E-6,4465
2803.5,29.95,2709.8,5.222E-4,8.9E-6,4465
2804.5,29.95,2581.8,5.071E-4,7.9E-6,4465
2805.5,29.95,2498.6,5.06E-4,8.4E-6,4465
2806.5,29.95,2390.6,5.011E-4,7.9E-6,4465
2807.6,29.95,2277.2,4.725E-4,6.8E-6,4465
2808.6,29.95,2161.6,4.619E-4,5.4E-6,4465
2809.6,29.95,2045.3,4.428E-4,5.1E-6,4465
2810.6,29.95,1939.1,4.324E-4,4.2E-6,4465
2811.6,29.95,1822.7,4.3E-4,5.8E-6,4465
2812.6,29.95,1706.1,4.309E-4,5.4E-6,4465
2813.6,29.95,1589.7,4.227E-4,5.2E-6,4465
2814.6,29.95,1483.9,3.942E-4,4.1E-6,4465
2815.6,29.95,1414.8,4.057E-4,4E-6,4465
2816.6,29.95,1377.9,4.147E-4,3.2E-6,4465
2817.7,29.95,1367.1,4.122E-4,4E-6,4465
2818.6,29.95,1363.7,4.149E-4,3.2E-6,4465
2819.6,29.95,1259,3.865E-4,4E-6,4465
2820.7,29.95,1136.1,3.744E-4,3.8E-6,4465
2821.7,29.95,1103.9,3.712E-4,2.7E-6,4465
2822.7,29.95,1085.7,3.698E-4,3.3E-6,4465
2823.7,29.95,1078.9,3.725E-4,3.4E-6,4465
2824.6,29.95,1075.9,3.796E-4,3E-6,4465
2852.7,29.96,1000.4,3.817E-4,2.9E-6,4417
2860.5,29.96,1000.1,3.897E-4,3.3E-6,4417
2884.9,29.96,785.1,0,0,4449
2897.5,29.97,645.7,3.181E-4,1.6E-6,4449
2898,29.97,640.8,3.186E-4,1.5E-6,4449
2898.9,29.97,630.6,3.154E-4,1.5E-6,4449
2899.9,29.97,620.3,3.149E-4,1.4E-6,4449
2900.9,29.97,609.2,3.113E-4,1.5E-6,4449
2901.9,29.97,598,3.099E-4,1.6E-6,4449
2902.9,29.97,586.8,3.075E-4,1.1E-6,4449
2903.9,29.97,575.3,3.072E-4,1.4E-6,4449
2904.9,29.97,564.1,3.071E-4,1.4E-6,4449
2905.9,29.97,552.9,3.032E-4,1.3E-6,4449
2906.9,29.97,542.7,3.015E-4,1.2E-6,4449
2907.9,29.97,532.5,2.991E-4,1.2E-6,4449
2908.9,29.97,521.4,2.947E-4,1.3E-6,4449
2909.9,29.97,510.2,2.935E-4,1.2E-6,4449
2910.9,29.97,499,2.91E-4,1.1E-6,4449
2912,29.97,487.7,2.93E-4,1.3E-6,4449
2913,29.97,476.6,2.891E-4,9.6E-7,4449
2913.9,29.97,465.5,2.879E-4,9.8E-7,4449
2914.9,29.97,455.4,2.852E-4,1.1E-6,4449
2916,29.97,444.2,2.824E-4,1E-6,4449
2917,29.97,432.7,2.783E-4,1E-6,4449
2917.9,29.97,422.4,2.755E-4,1E-6,4449
2918.9,29.97,411.3,2.724E-4,9.5E-7,4449
2920,29.97,399.3,2.695E-4,1E-6,4449
2921,29.97,388.2,2.689E-4,1.1E-6,4449
2921.9,29.97,378.1,2.649E-4,7.7E-7,4449
2922.9,29.97,367.9,2.605E-4,8.1E-7,4449
2924,29.97,356.7,2.596E-4,8.7E-7,4449
2924.9,29.97,345.6,2.536E-4,9.1E-7,4449
2926,29.97,334.4,2.521E-4,7.2E-7,4449
2927,29.97,323.4,2.488E-4,7E-7,4449
2928,29.97,313.3,2.464E-4,6.7E-7,4449
2929,29.97,302.1,2.434E-4,5.8E-7,4449
2930.1,29.97,289.8,2.4E-4,5E-7,4449
2931.2,29.97,276.8,2.384E-4,4.9E-7,4449
2932.2,29.97,266.6,2.352E-4,5.1E-7,4449
2933,29.97,258.5,2.327E-4,5E-7,4449
2934,29.97,247.5,2.294E-4,5.4E-7,4449
2935,29.97,235.4,2.254E-4,5.5E-7,4449
2936,29.97,225.3,2.226E-4,4.8E-7,4449
2937,29.97,215.3,2.192E-4,4.5E-7,4449
2938,29.97,204.2,2.158E-4,4.3E-7,4449
2939,29.98,193,2.125E-4,4.4E-7,4449
2940,29.98,182,2.092E-4,4.5E-7,4449
2941,29.98,171.9,2.045E-4,4.2E-7,4449
2942,29.98,160.9,2.015E-4,3.5E-7,4449
2943,29.98,149.6,1.965E-4,4.2E-7,4449
2944,29.98,138.6,1.919E-4,4.3E-7,4449
2945,29.98,127.5,1.87E-4,4.5E-7,4449
2946.1,29.98,116.5,1.829E-4,3.8E-7,4449
2947.1,29.98,105.5,1.788E-4,4.3E-7,4449
2948,29.98,95.4,1.743E-4,5.6E-7,4449
2949,29.98,84.5,1.69E-4,3.4E-7,4449
2950,29.98,73.6,1.631E-4,4.4E-7,4449
2951.1,29.98,62.5,1.575E-4,5E-7,4449
2952.1,29.98,51.6,1.503E-4,4.9E-7,4449
2953.1,29.98,40.6,1.421E-4,6.4E-7,4449
2954.1,29.98,29.2,1.341E-4,6.6E-7,4449
2955.1,29.98,19.1,1.236E-4,6.5E-7,4449
2956.1,29.98,9.1,1.105E-4,8.9E-7,4449
2957.1,29.98,-1.8,9.203E-5,1.3E-6,4449
2958.1,29.98,-12.7,6.316E-5,1.9E-6,4449
2959.1,29.98,-23.7,1.489E-5,2.4E-6,4449
2960.1,29.98,-34.7,-4.828E-5,3.3E-6,4449
2961.1,29.98,-44.7,-1.001E-4,2.2E-6,4449
2962.1,29.98,-55.7,-1.329E-4,1.5E-6,4449
2963.1,29.98,-67.6,-1.563E-4,1.2E-6,4449
2964.1,29.98,-78.5,-1.784E-4,1.4E-6,4449
2965.1,29.98,-88.6,-1.983E-4,1.5E-6,4449
2966.1,29.98,-98.5,-2.205E-4,1.4E-6,4449
2967.1,29.98,-109.7,-2.43E-4,1.5E-6,4449
2968.1,29.98,-120.7,-2.657E-4,1.2E-6,4449
2969.1,29.98,-130.7,-2.891E-4,1.4E-6,4449
2970.2,29.98,-142.5,-3.13E-4,1.5E-6,4449
2971.2,29.98,-153.5,-3.375E-4,1.7E-6,4449
2972.1,29.98,-163.6,-3.596E-4,1.3E-6,4449
2973.1,29.98,-174.5,-3.766E-4,1.6E-6,4449
2974.1,29.98,-185.4,-3.938E-4,1.4E-6,4449
2975.2,29.98,-196.4,-4.06E-4,1.5E-6,4449
2976.2,29.98,-207.2,-4.196E-4,1.4E-6,4449
2977.2,29.98,-218.1,-4.302E-4,1.3E-6,4449
2978.2,29.98,-228.1,-4.434E-4,1.2E-6,4449
2979.2,29.98,-239.1,-4.476E-4,1.4E-6,4449
2980.2,29.98,-250.3,-4.576E-4,1.3E-6,4449
2981.2,29.98,-261.1,-4.65E-4,1.4E-6,4449
2982.2,29.98,-272,-4.71E-4,1.7E-6,4449
2983.2,29.98,-281.9,-4.783E-4,1.9E-6,4449
2984.2,29.98,-291.9,-4.814E-4,1.8E-6,4449
2985.2,29.98,-302.8,-4.896E-4,1.6E-6,4449
2986.2,29.98,-313.7,-4.91E-4,1.8E-6,4449
2987.2,29.98,-324.6,-4.969E-4,1.8E-6,4449
2988.2,29.98,-335.4,-4.982E-4,1.4E-6,4449
2989.2,29.98,-346.2,-5.015E-4,1.9E-6,4449
2990.3,29.98,-357.1,-5.063E-4,2.2E-6,4449
2991.2,29.98,-367.1,-5.094E-4,1.9E-6,4449
2992.2,29.98,-378,-5.1E-4,2.1E-6,4449
2993.2,29.98,-389.2,-5.118E-4,2.2E-6,4449
2994.2,29.98,-400,-5.12E-4,1.5E-6,4449
2995.2,29.98,-410.8,-5.183E-4,1.9E-6,4449
2996.2,29.98,-420.7,-5.21E-4,2.2E-6,4449
2997.3,29.98,-431.6,-5.238E-4,2.4E-6,4449
2998.3,29.98,-442.4,-5.271E-4,3E-6,4449
2999.2,29.98,-453.3,-5.288E-4,2.3E-6,4449
3000.2,29.98,-464.2,-5.322E-4,2.4E-6,4449
3001.3,29.98,-475,-5.32E-4,2.6E-6,4449
3002.3,29.98,-485.8,-5.366E-4,3.1E-6,4449
3003.2,29.98,-495.6,-5.404E-4,2.5E-6,4449
3004.3,29.98,-506.7,-5.348E-4,2.1E-6,4449
3005.3,29.98,-517.4,-5.414E-4,4E-6,4449
3006.3,29.98,-527.1,-5.421E-4,2.8E-6,4449
3007.2,29.98,-536.6,-5.48E-4,2.7E-6,4449
3008.3,29.98,-544,-5.479E-4,2.5E-6,4449
3009.3,29.98,-549.9,-5.491E-4,2.7E-6,4449
3010.3,29.98,-555.4,-5.467E-4,3.6E-6,4449
3011.3,29.98,-560.2,-5.469E-4,2.8E-6,4449
3012.3,29.98,-564.6,-5.507E-4,2.6E-6,4449
3013.3,29.98,-568,-5.467E-4,4.3E-6,4449
3014.3,29.98,-571.1,-5.468E-4,4.1E-6,4449
3015.3,29.98,-590.3,-5.573E-4,2.9E-6,4449
3016.3,29.98,-612.3,-5.559E-4,4.4E-6,4449
3017.3,29.98,-622.3,-5.528E-4,3.6E-6,4449
3018.3,29.98,-632.5,-5.601E-4,3.2E-6,4449
3019.3,29.98,-641.9,-5.654E-4,4.2E-6,4449
3020.3,29.98,-652.4,-5.773E-4,3.5E-6,4449
3021.3,29.98,-663,-5.65E-4,3.4E-6,4449
3022.3,29.98,-673.8,-5.612E-4,2.7E-6,4449
3023.3,29.98,-684.4,-5.65E-4,3.1E-6,4449
3024.3,29.98,-695.1,-5.606E-4,2.9E-6,4449
3025.3,29.98,-705.7,-5.691E-4,3.7E-6,4449
3026.3,29.98,-716.5,-5.645E-4,2.6E-6,4449
3027.4,29.98,-727.3,-5.664E-4,4.2E-6,4449
3028.4,29.98,-737.1,-5.636E-4,4.3E-6,4449
3029.4,29.98,-747.8,-5.623E-4,3.6E-6,4449
3030.4,29.98,-758.8,-5.674E-4,2.8E-6,4449
3031.4,29.98,-768.5,-5.649E-4,3.8E-6,4449
3032.3,29.98,-778.4,-5.637E-4,2.6E-6,4449
3033.3,29.98,-789.1,-5.63E-4,4E-6,4449
3034.4,29.99,-799.7,-5.646E-4,3.3E-6,4449
3035.4,29.99,-810.5,-5.676E-4,4E-6,4449
3036.4,29.99,-821.2,-5.719E-4,4.4E-6,4449
3037.3,29.99,-831.7,-5.715E-4,3E-6,4449
3038.4,29.99,-842.3,-5.655E-4,3.9E-6,4449
3039.4,29.99,-851,-5.662E-4,3.7E-6,4449
3040.4,29.99,-858.1,-5.64E-4,4.7E-6,4449
3041.4,29.99,-863.8,-5.719E-4,5.1E-6,4449
3042.4,29.99,-869,-5.673E-4,5E-6,4449
3043.4,29.99,-874,-5.753E-4,5E-6,4449
3044.4,29.99,-877.7,-5.789E-4,3.6E-6,4449
3045.4,29.99,-881.3,-5.808E-4,4.1E-6,4449
3046.4,29.99,-884.6,-5.788E-4,5.1E-6,4449
3082.5,29.99,-999.7,-5.65E-4,4.6E-6,4417
3091.3,29.99,-999.7,-5.598E-4,4.5E-6,4417
3100.2,29.99,-1318.9,-5.723E-4,5.5E-6,4449
3100.7,29.99,-1278.4,-6.155E-4,2E-5,4449
3101.6,29.99,-1272.6,-6.044E-4,3.2E-5,4449
3102.7,29.99,-1356,-6.526E-4,1.6E-4,4449
3103.6,29.99,-1453.4,-6.033E-4,1.1E-4,4449
3104.6,29.99,-1549.8,-6.069E-4,4.7E-5,4449
3105.6,29.99,-1646.6,-7.061E-4,5.6E-5,4449
3106.6,29.99,-1756.9,-6.176E-4,5.3E-6,4449
3107.6,29.99,-1875.6,-6.105E-4,6.3E-6,4449
3108.7,29.99,-1984.2,-6.015E-4,6.7E-6,4449
3109.6,29.99,-2082.9,-6.045E-4,6.4E-6,4449
3110.6,29.99,-2190.5,-5.944E-4,6.8E-6,4449
3111.7,29.99,-2297.8,-6.09E-4,6.8E-6,4449
3112.7,29.99,-2404.6,-5.847E-4,7.3E-6,4449
3113.7,29.99,-2508.3,-8.753E-4,2.9E-4,4449
3117.7,29.99,-2910,-5.904E-4,7.7E-6,4449
3120.7,29.99,-3220.7,-3.853E-4,2.1E-4,4449
3121.2,29.99,-3257.4,-2.576E-4,2.1E-4,4449
3121.9,29.99,-3326.5,-3.918E-4,1.5E-4,4449
3122.7,29.99,-3406.5,-5.508E-4,1E-5,4449
3123.6,29.99,-3514,-5.364E-4,1.2E-5,4449
3124.7,29.99,-3617,-5.325E-4,7E-5,4449
3125.7,29.98,-3710.4,-5.394E-4,8.9E-6,4449
3126.7,29.98,-3812.9,-5.359E-4,1.2E-4,4449
3127.8,29.98,-3913.6,-1.557E-4,1.9E-4,4449
3131.4,29.98,-4287.1,-5.383E-4,1.3E-5,4449
3134.7,29.98,-4589.4,-4.513E-4,2.2E-4,4449
3135.2,29.98,-4641,-5.47E-4,1.2E-5,4449
3135.9,29.98,-4720.1,-5.932E-4,2E-5,4449
3136.7,29.98,-4807.4,-5.331E-4,2.6E-5,4449
3137.7,29.98,-4903.2,-5.4E-4,1.4E-5,4449
3138.8,29.98,-4995.4,-7.416E-4,3.1E-4,4449
3142.6,29.98,-5370.5,-5.166E-4,1.9E-4,4449
3145.8,29.98,-5667.7,-2.833E-4,9.2E-4,4449
3149.1,29.98,-5992,-5.272E-4,7.3E-5,4449
3152.2,29.99,-6312.2,-5.437E-4,1.2E-5,4449
3152.8,29.99,-6360.2,-5.259E-4,8.8E-5,4449
3153.8,29.99,-6448.3,-5.344E-4,1.3E-5,4449
3154.8,29.99,-6551.1,-5.036E-4,1.3E-5,4449
3155.8,29.99,-6652.1,-5.193E-4,1E-5,4449
3156.8,29.99,-6755,-5.467E-4,1.3E-5,4449
3157.8,30,-6854.5,-5.471E-4,1.2E-5,4449
3158.8,30,-6944.9,-4.931E-4,1.3E-5,4449
3159.8,30,-7044,-5.096E-4,1.1E-5,4449
3160.9,30,-7151.3,-4.773E-4,1.1E-5,4449
3161.9,30,-7249.7,-4.927E-4,1.5E-5,4449
3162.9,30,-7348.2,-4.592E-4,1.4E-5,4449
3163.9,30,-7446.5,-4.513E-4,1.3E-5,4449
3164.9,30,-7535.9,-4.308E-4,2.1E-5,4449
3165.8,30,-7625.4,-4.295E-4,1.5E-5,4449
3166.8,30,-7723.4,-4.269E-4,1.4E-5,4449
3167.8,30,-7821.2,-4.537E-4,1.5E-5,4449
3168.8,30,-7865.1,-7.464E-4,2.6E-4,4449
3172.7,30,-8140.1,-4.748E-4,1.3E-5,4449
3175.9,29.99,-8346.8,-4.911E-4,1.2E-5,4449
3176.3,29.99,-8357.6,-4.759E-4,1.8E-5,4449
3177.1,29.99,-8397.7,-4.478E-4,1.3E-5,4449
3177.9,29.99,-8467.8,-5.004E-4,1.4E-5,4449
3178.9,29.99,-8562.6,-5.359E-4,1.5E-5,4449
3179.9,29.99,-8660.2,-5.007E-4,1.4E-5,4449
3180.9,29.99,-8750.1,-5.073E-4,1.3E-5,4449
3181.9,29.99,-8848.7,-4.9E-4,1.2E-5,4449
3182.9,29.99,-8950.2,-5.117E-4,1.3E-5,4449
3183.9,29.99,-9040,-4.954E-4,1.5E-5,4449
3184.9,29.99,-9138.1,-4.603E-4,1.8E-5,4449
3185.9,29.99,-9236.2,-4.527E-4,1.4E-5,4449
3186.9,29.99,-9325.5,-4.972E-4,1.1E-5,4449
3187.9,29.99,-9423.4,-4.765E-4,1.4E-5,4449
3188.9,29.99,-9508.1,-4.916E-4,1.3E-5,4449
3189.9,29.99,-9554.7,-4.791E-4,1.1E-5,4449
3190.9,29.99,-9573.4,-4.591E-4,1.3E-5,4449
3191.9,29.99,-9580.2,-4.512E-4,1.6E-5,4449
3192.9,29.99,-9671.3,-4.527E-4,1.3E-5,4449
3193.9,29.99,-9771.7,-5.046E-4,1.4E-5,4449
3194.9,29.99,-9804.5,-4.825E-4,1.2E-5,4449
3195.9,29.99,-9837.3,-4.95E-4,1.1E-5,4449
3196.9,29.99,-9854.8,-4.638E-4,1.2E-5,4449
3197.9,30,-9863.1,-5.009E-4,1.3E-5,4449
3198.9,30,-9866.4,-4.819E-4,1.4E-5,4449
3227,29.99,-9999.4,-4.107E-4,1.2E-5,4417
3236.6,29.99,-9733,-3.371E-4,1.6E-5,4465
3237.1,29.99,-9737.4,-3.821E-4,1.3E-5,4465
3238.1,29.99,-9674.8,-3.571E-4,1.5E-5,4465
3239.1,29.99,-9561.2,-3.766E-4,1.6E-5,4465
3240.1,29.99,-9437.7,-3.632E-4,1.1E-5,4465
3241.1,29.99,-9311.8,-3.718E-4,1.1E-5,4465
3245,29.99,-8833.8,-3.757E-4,9.8E-6,4465
3248,29.99,-8459.2,-3.724E-4,1.1E-5,4465
3248.4,29.99,-8411.3,-4.068E-4,1.4E-5,4465
3249.2,29.99,-8319.3,-4.061E-4,1.3E-5,4465
3250.2,29.99,-8183.3,-4.019E-4,1.4E-5,4465
3251.2,29.99,-8058.7,-4.108E-4,9.2E-6,4465
3252.1,29.99,-7956.4,-4.093E-4,1.3E-5,4465
3253.1,30,-7832.5,-4.052E-4,1.2E-5,4465
3254.1,30,-7708.9,-3.966E-4,1.2E-5,4465
3255.1,30,-7585.5,-3.935E-4,1.2E-5,4465
3256.1,30,-7462.4,-4.172E-4,1.2E-5,4465
3257.2,30,-7350.5,-4.222E-4,1.3E-5,4465
3258.2,30,-7228.1,-4.227E-4,1.2E-5,4465
3259.1,30,-7102.3,-4.208E-4,1.3E-5,4465
3260.2,30,-6980.5,-4.158E-4,1.4E-5,4465
3261.2,30,-6858.8,-4.359E-4,1.4E-5,4465
3262.2,30,-6737.3,-4.421E-4,1.2E-5,4465
3263.2,30,-6616.1,-4.518E-4,1.2E-5,4465
3264.2,30,-6505.7,-4.466E-4,1.5E-5,4465
3265.2,30,-6384.8,-4.054E-4,1.1E-5,4465
3266.2,30,-6264.1,-3.962E-4,9.2E-6,4465
3267.2,30,-6154.1,-3.904E-4,8.2E-6,4465
3268.2,30,-6033.9,-3.972E-4,9.7E-6,4465
3269.2,30,-5913.7,-4.039E-4,1.1E-5,4465
3270.2,30,-5790.3,-3.906E-4,1E-5,4465
3271.2,30,-5670.4,-4.106E-4,8.7E-6,4465
3272.2,30,-5561.2,-4.12E-4,8.8E-6,4465
3273.2,30,-5441.7,-4.045E-4,9.9E-6,4465
3274.2,30,-5322.2,-4.027E-4,9E-6,4465
3275.2,30,-5213.4,-3.98E-4,9.9E-6,4465
3276.2,30,-5094.3,-4.068E-4,9.2E-6,4465
3277.2,30,-4975.3,-4.077E-4,8.1E-6,4465
3278.2,30,-4866.7,-3.972E-4,7.4E-6,4465
3279.2,30,-4747.8,-4.103E-4,7.1E-6,4465
3280.2,30,-4629.1,-4.058E-4,6.1E-6,4465
3281.2,30,-4510.4,-4.17E-4,7.2E-6,4465
3282.2,30,-4391.7,-4.276E-4,8.9E-6,4465
3283.3,30,-4269.7,-4.211E-4,6.9E-6,4465
3284.3,30,-4151.2,-4.147E-4,5.9E-6,4465
3285.2,30,-4043.4,-4.281E-4,6.4E-6,4465
3286.3,30,-3925,-4.281E-4,7.2E-6,4465
3287.3,30,-3806.6,-4.348E-4,7E-6,4465
3288.3,30,-3698.7,-4.168E-4,6.2E-6,4465
3289.2,30,-3580.4,-4.24E-4,7.3E-6,4465
3290.3,30,-3462.2,-4.238E-4,5.8E-6,4465
3291.2,30,-3343.9,-4.123E-4,6.8E-6,4465
3292.3,30,-3225.8,-4.192E-4,6.1E-6,4465
3293.3,30,-3107.7,-4.233E-4,4.9E-6,4465
3294.4,30,-2975.8,-4.21E-4,5.4E-6,4465
3295.4,30,-2874.6,-4.326E-4,5.3E-6,4465
3296.3,30,-2823.4,-4.293E-4,5.5E-6,4465
3297.3,30,-2800.3,-4.358E-4,5.9E-6,4465
3298.3,30,-2790.9,-4.401E-4,7.1E-6,4465
3299.3,30,-2695.9,-4.24E-4,6.9E-6,4465
